electrode1,electrode2,electrode3,electrode4,electrode5,electrode6,electrode7,electrode8,electrode9,electrode10,electrode11,electrode12,electrode13,electrode14,electrode15,electrode16,electrode17,electrode18,electrode19,electrode20,electrode21
-0.7431,2.3767,-17.099,12.714,18.434,3.6929,3.6805,7.6127,9.6734,1.431,15.18,8.0344,-0.14098,12.039,-0.84027,13.071,8.3457,2.3229,17.511,1.8203,8.5207
2.0977,1.9151,-16.792,11.081,18.023,3.1737,4.0713,9.9527,9.9003,4.1864,15.765,9.4257,4.1731,12.742,1.5464,16.185,10.704,5.3781,20.528,5.0825,11.368
3.4023,1.1994,-16.768,9.5952,17.721,1.4164,3.2396,11.897,9.6573,6.3249,14.331,8.476,6.4859,11.435,2.5019,16.34,10.898,7.0832,21.157,6.6005,11.918
2.5592,-0.038914,-17.77,8.0323,18.097,-1.4222,1.1895,12.772,8.8218,7.9078,11.097,5.71,6.8817,8.6149,2.2259,14.146,9.5726,7.4244,19.839,6.6847,10.585
-0.285,-1.8258,-20.338,6.3273,19.222,-5.0673,-2.1999,11.892,7.2548,8.9373,6.2818,1.6609,5.8928,5.1018,1.0844,10.534,7.4472,6.5756,17.653,6.1421,8.3444
-4.5313,-4.0701,-24.334,4.6105,20.735,-9.1884,-6.9665,8.8029,5.0587,9.2221,0.32124,-3.2475,3.7954,1.7897,-0.62958,6.2735,4.7835,4.7324,15.649,5.6755,6.1112
-9.2933,-6.4972,-28.838,3.2689,22.331,-13.172,-12.496,3.7725,2.7925,8.5507,-5.8692,-8.3774,0.45126,-0.61098,-2.6832,1.8017,1.3918,2.0067,14.294,5.4475,4.2435
-13.418,-8.4849,-32.524,2.8879,24.066,-15.936,-17.26,-1.9318,1.2884,6.9858,-10.918,-12.591,-4.1392,-1.7981,-4.7993,-2.5808,-2.8674,-1.4725,13.352,5.1124,2.515
-15.691,-9.1429,-34.234,3.9544,26.174,-16.225,-19.369,-6.4267,1.1391,4.9988,-13.493,-14.533,-9.1462,-1.9443,-6.637,-6.3917,-7.489,-5.2277,12.276,4.2282,0.56125
-15.337,-7.7787,-33.411,6.478,28.658,-13.346,-17.611,-8.0735,2.3185,3.3079,-12.965,-13.408,-12.824,-1.4907,-7.8889,-8.8595,-11.114,-8.1551,10.789,2.6788,-1.5734
-12.471,-4.4458,-30.221,9.8663,31.167,-7.7768,-12.098,-6.2006,4.2766,2.4929,-9.6839,-9.5788,-13.264,-0.76859,-8.4116,-9.1638,-11.997,-8.7511,9.1924,0.81129,-3.2628
-8.0787,-0.087669,-25.434,13.209,33.256,-1.0521,-4.0659,-1.2801,6.3509,2.6157,-4.6368,-4.3962,-9.5556,0.22895,-8.2947,-6.8964,-9.0102,-5.9671,8.1468,-0.74292,-3.6761
-3.4855,3.8969,-20.158,15.75,34.679,4.9748,4.7361,5.3449,8.0782,3.0986,1.0759,0.56851,-2.544,1.6879,-7.8325,-2.4534,-2.5823,-0.15135,8.1106,-1.413,-2.4203
0.23955,6.3667,-15.525,17.16,35.429,8.8865,12.469,11.89,9.2322,2.9988,6.437,4.1835,5.4226,3.5862,-7.4192,2.9403,5.203,6.788,8.9103,-1.0141,0.071628
2.525,6.9403,-12.408,17.467,35.602,10.01,17.37,16.601,9.759,1.5863,10.412,5.9014,11.7,5.5302,-7.3976,7.7186,11.614,12.356,9.8291,0.14095,2.7328
3.1505,6.0247,-11.218,16.833,35.338,8.3599,18.091,18.269,9.7754,-1.1142,12.043,5.5983,14.726,7.0347,-7.8826,10.747,14.785,14.939,10.174,1.4512,4.5071
2.0625,4.4574,-11.837,15.437,34.872,4.5449,14.35,16.668,9.5584,-4.2264,10.922,3.4894,14.605,7.9212,-8.6419,11.808,14.61,14.598,9.8094,2.4014,4.9655
-0.56362,3.0526,-13.69,13.535,34.5,-0.32498,7.4043,12.662,9.4043,-6.5254,7.5611,0.14579,12.543,8.3453,-9.1807,11.366,12.337,12.528,9.1099,2.7541,4.4346
-4.1056,2.3276,-15.949,11.553,34.424,-4.8843,-0.27526,7.8378,9.456,-7.2261,3.1976,-3.5856,9.7618,8.4332,-9.0601,9.8627,9.3021,9.7536,8.3706,2.4191,3.5699
-7.4331,2.5136,-17.819,10.071,34.634,-7.9224,-6.0804,3.8408,9.704,-6.4439,-0.80473,-6.7662,6.8611,8.0485,-8.2058,7.3586,5.9741,6.3377,7.3526,1.2956,2.7778
-9.1876,3.7174,-18.784,9.6663,35.017,-8.698,-8.3707,1.7696,10.165,-4.9429,-3.3378,-8.4767,4.0482,7.0653,-6.8926,3.9707,2.1693,1.8589,5.5739,-0.57001,2.0092
-8.3127,5.9648,-18.705,10.664,35.582,-7.0128,-6.893,1.9174,10.986,-3.4105,-3.5361,-7.8886,1.6954,5.8442,-5.4113,0.57982,-1.9537,-3.4067,3.0909,-2.6654,1.0584
-4.5972,9.0124,-17.752,12.893,36.54,-3.2132,-2.4891,3.8569,12.29,-1.9395,-0.84471,-4.5721,0.42536,5.2526,-3.8188,-1.1871,-5.3025,-7.9739,0.84011,-4.083,-0.026239
1.0287,12.137,-16.27,15.6,38.125,1.7049,3.3738,6.6478,13.913,-0.18645,4.4529,0.9365,0.55791,6.0611,-2.1007,0.026934,-6.4402,-10.031,-0.0025879,-4.1566,-0.90693
6.6679,14.237,-14.734,17.668,40.287,6.0822,8.8613,8.999,15.341,1.9938,10.675,6.8352,1.5666,8.3032,-0.54824,4.1488,-4.8543,-8.9587,0.92044,-3.0785,-1.3059
10.182,14.315,-13.781,18.129,42.539,8.0393,12.004,9.4801,15.996,4.0936,15.022,10.614,2.2689,11.272,0.18604,9.4874,-1.6087,-5.9674,2.7779,-1.7583,-1.2623
10.218,12.047,-14.15,16.684,44.073,6.3596,11.3,6.9901,15.609,5.1416,14.956,10.366,1.7183,14.127,-0.42227,13.746,1.3709,-3.1492,4.282,-0.97572,-0.93914
6.9566,8.0208,-16.345,13.887,44.133,1.2384,6.5805,1.4302,14.394,4.3857,9.8225,5.9567,0.00038124,16.447,-2.184,15.41,2.7717,-1.8171,4.7899,-0.69673,-0.22362
1.9991,3.475,-20.19,10.842,42.433,-5.6982,-0.56547,-5.8937,12.889,1.8871,1.4702,-0.836,-1.8346,18.246,-4.1864,14.474,2.7704,-1.6724,4.7157,-0.25457,1.3162
-2.6067,-0.26066,-24.661,8.6118,39.374,-12.129,-7.4056,-12.656,11.627,-1.4597,-6.67,-7.3042,-2.6794,19.598,-5.4814,12.141,2.5582,-1.4637,4.967,0.85817,3.9515
-5.5076,-2.2623,-28.264,7.7377,35.895,-16.026,-11.478,-16.65,10.845,-4.4883,-11.424,-11.198,-2.3323,20.354,-5.8436,9.8875,3.0587,-0.35932,6.0636,2.4549,7.2737
-6.4902,-2.1928,-29.778,8.1122,33.036,-16.371,-11.827,-16.941,10.374,-6.4651,-11.439,-11.658,-1.6971,20.202,-5.8632,8.5914,4.0445,1.2782,7.7548,3.8712,10.234
-6.0504,-0.22012,-28.86,9.1728,31.477,-13.416,-9.2378,-14.189,9.756,-7.4151,-7.5921,-9.3143,-2.0628,18.936,-6.2964,8.2256,4.3735,2.2871,9.3477,4.6026,11.78
-4.7317,3.0887,-26.121,10.195,31.348,-8.5062,-5.4629,-9.9542,8.548,-7.8602,-2.2031,-5.7293,-4.0516,16.701,-7.3012,8.167,3.0334,1.7602,10.309,4.6846,11.561
-2.9274,6.7947,-22.693,10.55,32.357,-3.542,-2.1431,-5.6397,6.6622,-8.2304,2.3209,-2.5901,-7.0716,14.014,-8.2516,7.7897,0.071181,-0.18381,10.575,4.5084,10.126
-1.1107,9.7182,-19.65,9.9411,33.995,-0.22189,-0.17603,-2.0029,4.5182,-8.4738,4.5819,-1.0212,-9.7079,11.528,-8.2751,6.8872,-3.359,-2.492,10.387,4.3534,8.5123
0.098738,10.88,-17.706,8.5849,35.579,0.6113,0.20639,0.50851,2.8433,-8.2128,4.5295,-1.2632,-10.761,9.6688,-7.0593,5.7039,-5.8855,-4.0227,9.9586,4.1429,7.5359
0.31675,10.082,-17.276,7.1876,36.286,-0.78537,-1.0145,1.2103,2.2244,-7.2775,3.0604,-2.7859,-10.129,8.4488,-5.2567,4.6981,-7.0483,-4.4985,9.361,3.6353,7.2832
-0.20848,8.0906,-18.615,6.5655,35.463,-3.3199,-3.9009,-0.73264,2.7337,-6.0462,1.258,-4.731,-8.8374,7.6084,-4.1218,4.2585,-7.6989,-4.8121,8.6835,2.7748,7.1214
-0.78803,6.0751,-21.703,7.0371,33.193,-5.7067,-8.3417,-5.4842,3.8928,-5.1962,-0.29843,-6.4526,-8.1871,6.9058,-4.6138,4.4548,-9.2458,-6.367,8.128,1.7667,6.188
-1.043,4.6187,-25.948,8.0113,30.545,-7.2089,-13.631,-11.801,4.95,-5.0677,-1.834,-7.8917,-8.6923,6.2109,-6.6491,4.8316,-12.322,-9.8782,7.7964,0.77403,4.0255
-1.4787,3.1495,-30.092,8.1905,29.054,-8.0831,-18.357,-17.285,5.2345,-5.2698,-4.127,-9.557,-9.6082,5.3718,-9.0575,4.4056,-15.997,-14.508,7.407,-0.38414,0.99339
-3.1814,0.3905,-32.569,6.4136,29.758,-9.3318,-20.833,-19.616,4.412,-4.9258,-7.7812,-12.026,-9.3543,4.1627,-10.226,2.12,-18.207,-17.998,6.4223,-2.102,-1.7373
-6.7466,-4.4158,-32.18,2.6274,32.61,-11.741,-19.851,-17.843,2.6187,-3.3424,-12.441,-15.199,-6.5136,2.5425,-8.9663,-2.3056,-17.058,-17.795,4.6698,-4.4414,-2.6475
-11.375,-10.485,-28.72,-1.7691,36.655,-14.862,-15.347,-12.822,0.46457,-0.54949,-16.568,-17.88,-0.8123,1.0034,-5.1639,-7.7124,-12.092,-12.583,2.8857,-6.6921,-0.70599
-15.066,-15.594,-23.268,-4.6233,40.587,-16.901,-8.6556,-6.6826,-1.1842,2.6454,-18.126,-18.229,6.4192,0.52364,0.012032,-11.763,-4.7475,-3.3622,2.4866,-7.5946,3.7657
-15.922,-17.397,-17.899,-4.4013,43.181,-15.878,-2.1449,-1.8351,-1.6562,5.0367,-15.858,-14.994,12.586,1.934,4.4814,-12.258,2.2105,6.6515,4.527,-6.247,8.8411
-13.513,-15.015,-14.752,-1.2388,43.575,-11.236,1.7765,-0.02731,-0.89937,5.5702,-10.279,-8.6191,14.966,5.1367,6.2121,-8.6567,5.989,13.499,8.6637,-3.0129,11.827
-9.1405,-9.6646,-14.839,3.1684,41.629,-4.5388,1.8432,-1.729,0.49928,3.817,-3.5809,-1.2318,12.176,8.9226,4.3729,-2.5758,5.1569,14.565,13.111,0.45687,10.861
-4.7708,-3.8268,-17.455,6.7542,38.158,1.4305,-1.4608,-6.013,1.7766,0.19613,1.5377,4.626,5.0729,11.671,-0.081343,3.227,0.33821,9.9582,15.759,2.2978,6.121
-1.6436,0.34018,-20.721,8.3883,34.635,4.4414,-6.343,-11.045,2.5347,-4.1697,3.3251,7.5381,-3.6139,12.377,-4.9182,6.5447,-6.235,2.2239,15.538,1.742,-0.32847
0.26086,2.082,-22.876,8.3038,32.394,4.0697,-10.815,-14.992,2.8505,-7.9409,1.7225,7.8065,-10.769,11.128,-7.9448,6.7046,-12.014,-5.306,12.891,-0.50339,-5.9505
1.6101,1.969,-23.283,7.5027,31.96,1.6138,-13.587,-16.86,2.9024,-10.168,-1.9342,6.7955,-14.453,8.7382,-8.2088,4.288,-15.394,-10.292,9.1026,-3.071,-9.2406
2.7835,1.0729,-22.441,6.8575,33.018,-0.95747,-14.224,-16.788,2.5999,-10.682,-5.815,5.8035,-14.51,6.0703,-6.294,0.29513,-16.175,-12.147,5.3308,-5.0296,-10.219
3.5719,0.26338,-21.231,6.6919,34.889,-2.0773,-12.825,-15.701,1.6662,-10.044,-8.4258,5.4396,-12.016,3.7187,-3.646,-4.276,-15.13,-11.589,2.2408,-6.2257,-9.7853
3.6468,0.037872,-20.14,6.9553,37.03,-1.0823,-9.7528,-14.573,0.067217,-9.077,-9.0443,5.7422,-8.2373,2.1027,-1.5201,-8.3349,-13.181,-9.6642,0.27326,-6.8076,-8.7298
3.1313,0.63785,-19.005,7.5273,39.257,1.8058,-5.597,-13.735,-1.7349,-8.3032,-7.8055,6.5479,-3.8997,1.5463,-0.28405,-10.743,-10.816,-7.0485,-0.14743,-6.7069,-7.2446
2.6402,2.0728,-17.297,8.2773,41.704,5.7362,-1.1399,-12.689,-3.0088,-7.6667,-5.4949,7.6409,0.85129,2.1143,0.53627,-10.827,-8.0335,-3.9747,1.1369,-5.6621,-5.157
2.8211,4.0352,-14.639,8.9881,44.61,9.6085,2.842,-10.64,-3.2292,-6.7348,-3.0484,8.7445,6.0087,3.4708,1.6342,-8.8303,-4.6972,-0.54306,3.6905,-3.5945,-2.4578
3.9087,5.9653,-11.185,9.4453,48.014,12.558,5.824,-7.3472,-2.3491,-5.2035,-0.94023,9.6592,11.247,5.096,3.28,-5.6524,-0.9004,3.0053,6.6544,-0.78875,0.43511
5.678,7.3603,-7.6097,9.6897,51.527,14.379,7.612,-3.5277,-0.70421,-3.2928,1.1151,10.536,15.829,6.7427,5.1627,-2.0061,2.9543,6.2805,9.3806,2.3327,2.8963
7.7306,8.0697,-4.7307,10.104,54.395,15.58,8.2423,-0.37706,1.2357,-1.7093,3.8628,11.926,18.922,8.6371,6.7612,2.1234,6.3968,8.9292,11.894,5.541,4.5684
9.7686,8.268,-3.0504,11.118,55.854,16.936,7.8832,1.3386,3.0097,-1.2051,7.8266,14.382,20.049,11.135,7.842,7.1466,9.2173,10.831,14.704,8.8563,5.6653
11.597,8.1471,-2.5245,12.748,55.574,18.795,6.8378,1.7302,4.195,-2.0748,12.783,17.907,19.317,14.143,8.63,13.035,11.584,12.168,18.152,12.264,6.8208
12.899,7.6828,-2.706,14.408,53.868,20.676,5.5201,1.386,4.4609,-3.9622,17.727,21.695,17.301,16.901,9.5388,18.835,13.791,13.266,21.894,15.376,8.5515
13.083,6.7076,-3.1341,15.21,51.511,21.497,4.2522,0.62814,3.6686,-6.0943,21.241,24.409,14.652,18.385,10.735,22.955,15.757,14.233,24.904,17.377,10.719
11.464,5.1288,-3.6804,14.495,49.273,20.317,2.9734,-0.79848,1.894,-7.7284,21.995,24.79,11.737,17.986,11.927,23.924,16.689,14.619,25.955,17.387,12.441
7.7768,2.9803,-4.6266,12.202,47.456,16.996,1.1597,-3.3946,-0.65297,-8.4811,19.23,22.269,8.5178,15.895,12.558,21.089,15.366,13.518,24.299,15.04,12.622
2.5938,0.26771,-6.4588,8.8214,45.769,12.232,-1.8906,-7.3895,-3.6494,-8.3779,13.149,17.271,4.7591,12.966,12.238,14.942,11.007,10.184,20.2,10.881,10.747
-2.7773,-3.1062,-9.5391,5.0951,43.634,7.018,-6.5848,-12.532,-6.5306,-7.7178,5.0675,11.064,0.38235,10.218,11.027,7.0031,4.043,4.7579,14.956,6.2243,7.3142
-6.9565,-7.1169,-13.827,1.7079,40.719,2.048,-12.691,-18.218,-8.4337,-6.9233,-2.908,5.198,-4.3046,8.3618,9.3406,-0.68578,-3.9223,-1.5767,10.257,2.4841,3.4891
-9.2336,-11.3,-18.758,-0.88619,37.308,-2.4343,-19.274,-23.678,-8.5332,-6.4119,-8.6803,0.83933,-8.6505,7.5761,7.5581,-6.3125,-10.969,-7.1917,7.2226,0.40743,0.26641
-9.8297,-14.793,-23.323,-2.5456,34.25,-6.3736,-24.91,-28.129,-6.7053,-6.4291,-11.089,-1.6092,-11.914,7.5898,5.7109,-8.9622,-15.786,-10.94,5.8254,-0.27045,-2.135
-9.5457,-16.879,-26.386,-3.4551,32.501,-9.6472,-28.192,-30.989,-3.9463,-6.8621,-10.436,-2.4564,-13.584,7.9478,3.5248,-8.8879,-17.979,-12.705,5.1479,-0.53067,-4.1527
-9.1479,-17.58,-27.142,-4.0028,32.553,-12.081,-28.445,-32.141,-1.9609,-7.1876,-8.2752,-2.443,-13.638,8.2911,0.79515,-7.2551,-17.812,-13.227,4.2451,-1.3612,-6.2213
-8.941,-17.676,-25.517,-4.4971,34.132,-13.608,-26.267,-32.044,-2.0164,-6.697,-6.5475,-2.4662,-12.631,8.4989,-2.2131,-5.4963,-15.927,-13.429,2.8928,-3.0857,-8.2185
-8.7423,-18.053,-22.288,-4.9078,36.361,-14.311,-23.362,-31.494,-3.9318,-4.9435,-6.5388,-3.316,-11.495,8.6486,-4.6988,-4.6243,-13.289,-13.807,1.6708,-5.146,-9.4944
-8.1698,-18.962,-18.779,-4.8878,38.258,-14.317,-21.535,-31.19,-6.1155,-2.1372,-8.2618,-5.3411,-11.046,8.8606,-5.7168,-4.9095,-11.114,-14.269,1.3825,-6.4994,-9.4035
-6.9918,-19.859,-16.238,-4.0984,39.217,-13.668,-21.514,-31.38,-6.711,0.83564,-10.61,-8.163,-11.492,9.1378,-4.7945,-6.0839,-10.455,-14.436,2.2952,-6.3886,-7.8562
-5.2977,-19.88,-15.223,-2.5521,39.202,-12.305,-22.568,-31.758,-4.9299,2.8656,-12.14,-10.718,-12.293,9.3035,-2.3184,-7.7742,-11.647,-14.036,3.7891,-4.9134,-5.4552
-3.4231,-18.476,-15.381,-0.66064,38.638,-10.137,-23.215,-31.605,-1.5135,3.2934,-11.925,-11.713,-12.495,9.0901,0.64078,-9.676,-14.068,-13.056,4.7078,-2.947,-3.1658
-1.7815,-15.784,-15.794,1.0208,38.17,-7.203,-22.367,-30.117,1.931,2.3408,-9.9677,-10.245,-11.321,8.3316,2.9599,-11.366,-16.497,-11.633,4.1605,-1.5059,-1.8127
-0.78179,-12.603,-15.618,2.0901,38.406,-3.8879,-19.971,-26.847,4.0555,0.9592,-7.0069,-6.2257,-8.63,7.1041,4.0631,-12.173,-17.865,-9.9195,2.15,-1.1501,-1.7595
-0.79756,-10.064,-14.608,2.4151,39.603,-0.97455,-16.822,-22.121,4.495,0.16828,-4.0004,-0.45755,-5.048,5.6933,4.0329,-11.475,-17.868,-8.1346,-0.44911,-1.8386,-2.8906
-2.017,-9.0896,-13.188,2.0771,41.401,0.67446,-13.947,-17.175,3.8382,0.35654,-1.6342,5.6196,-1.7632,4.4518,3.2638,-9.1709,-17.036,-6.6692,-2.4691,-3.1398,-4.7545
-4.1847,-9.8733,-12.094,1.272,42.873,0.67611,-12.067,-13.777,3.0805,1.0727,-0.11789,10.434,-0.041375,3.7001,2.1019,-5.7921,-16.225,-5.9715,-3.0759,-4.4662,-6.697
-6.5266,-11.763,-11.855,0.24384,43.059,-0.56248,-11.387,-13.372,2.9872,1.4418,0.67142,12.852,-0.62846,3.6774,0.78752,-2.1687,-15.977,-6.2152,-2.0684,-5.2527,-8.0227
-8.0712,-13.703,-12.495,-0.75274,41.677,-2.1174,-11.688,-16.155,3.6948,0.8121,0.84286,12.529,-3.3448,4.4238,-0.45001,0.90891,-16.249,-7.0943,0.1335,-5.1971,-8.2977
-8.1892,-14.929,-13.589,-1.479,39.378,-3.1641,-12.579,-20.744,4.7252,-0.89834,0.26285,9.897,-7.1376,5.6244,-1.4386,2.7422,-16.665,-7.9916,2.6521,-4.4935,-7.6661
-6.9429,-15.361,-14.569,-1.7493,37.294,-3.3861,-13.71,-24.844,5.4067,-3.3067,-1.3031,5.8779,-10.544,6.6623,-2.193,2.7512,-16.876,-8.3422,4.4398,-3.7746,-6.804
-5.035,-15.467,-14.999,-1.5189,36.279,-2.9262,-14.787,-26.602,5.425,-5.8416,-3.7918,1.5824,-12.257,6.9781,-2.8324,0.77997,-16.669,-7.8598,4.7134,-3.6904,-6.3934
-3.4459,-15.792,-14.715,-0.9918,36.467,-2.1032,-15.456,-25.723,5.0629,-7.9017,-6.6172,-1.9209,-11.563,6.4503,-3.2908,-2.5588,-15.897,-6.579,3.3792,-4.4711,-6.5712
-2.9447,-16.504,-13.839,-0.59,37.398,-1.1965,-15.344,-23.455,4.8995,-8.9155,-8.9173,-3.8255,-8.6017,5.4182,-3.2054,-6.0231,-14.563,-4.8658,1.1567,-5.8313,-6.9311
-3.6514,-17.221,-12.69,-0.68143,38.448,-0.36395,-14.305,-21.484,5.2291,-8.4796,-10.102,-3.8237,-4.376,4.3377,-2.2084,-8.4307,-13.014,-3.358,-0.76074,-7.1899,-7.0511
-4.9102,-17.188,-11.58,-1.2389,39.234,0.3704,-12.658,-20.712,5.7401,-6.594,-10.254,-2.2688,-0.35788,3.4066,-0.32431,-9.3489,-11.868,-2.6412,-1.3838,-7.9489,-6.9156
-5.6749,-15.761,-10.602,-1.777,39.798,1.0605,-11.075,-20.864,5.7691,-3.8086,-10.083,-0.12788,2.2366,2.4673,1.9565,-9.2322,-11.558,-2.7803,-0.57192,-7.7276,-6.7937
-5.2149,-12.878,-9.5979,-1.6767,40.522,1.7328,-10.147,-21.046,4.916,-1.0808,-10.466,1.3684,3.039,1.2258,3.9617,-8.9891,-11.927,-3.2017,0.79734,-6.5878,-6.8411
-3.5456,-9.0766,-8.3315,-0.59766,41.818,2.3684,-9.9095,-20.505,3.4899,0.68714,-11.814,1.3473,2.5241,-0.39296,5.1585,-9.3654,-12.377,-3.1949,1.3634,-5.1338,-6.9767
-1.1902,-4.9994,-6.6513,1.3887,43.79,3.0547,-9.6973,-18.923,2.3899,1.201,-13.62,-0.10004,1.4582,-2.0176,5.2846,-10.513,-12.435,-2.5946,0.24914,-4.2616,-7.1319
1.4115,-0.85849,-4.51,3.9534,46.107,4.1222,-8.5023,-16.303,2.4853,0.99075,-14.566,-1.8191,0.32782,-2.9607,4.3283,-11.909,-12.149,-1.9276,-2.2365,-4.5926,-7.4767
4.146,3.5439,-1.946,6.6665,48.162,5.9945,-5.7068,-12.917,3.9646,1.0008,-13.325,-2.2776,-0.791,-2.6817,2.4577,-12.638,-11.911,-1.8572,-4.7373,-6.0043,-8.3079
6.8855,8.2544,0.81608,9.014,49.401,8.7858,-1.7038,-9.46,6.1635,1.8061,-9.5946,-0.65009,-1.9439,-1.2061,-0.057575,-11.923,-11.946,-2.4998,-5.7415,-7.6535,-9.724
9.0944,12.708,3.2473,10.45,49.598,12.022,2.1482,-7.0137,8.0066,3.155,-4.5281,2.5685,-2.9714,0.92255,-2.894,-9.5803,-11.964,-3.2655,-4.5346,-8.4736,-11.42
10.013,15.929,4.6334,10.643,48.935,14.778,4.3253,-6.5195,8.705,4.2917,-0.11728,5.9537,-3.4652,3.128,-5.6461,-6.0834,-11.277,-3.2993,-1.5444,-7.7759,-12.779
9.331,17.26,4.4677,9.7463,47.856,16.136,4.09,-8.124,8.1589,4.7157,2.011,8.1696,-3.0128,5.1983,-7.7888,-2.2254,-9.2865,-2.0691,2.0255,-5.6095,-13.196
7.6161,16.914,2.8399,8.3518,46.759,15.644,1.8249,-11.044,6.8149,4.5931,1.4101,8.7158,-1.4915,7.1606,-8.7644,1.2715,-5.98,0.3449,4.8669,-2.76,-12.449
5.9879,15.826,0.51014,7.11,45.715,13.548,-1.4189,-14.078,5.2255,4.4616,-1.2557,7.922,0.82879,8.8355,-8.2136,3.8849,-2.0791,3.3567,6.0783,-0.41747,-10.887
5.3009,14.934,-1.4112,6.3403,44.483,10.723,-4.6155,-16.226,3.7534,4.6296,-4.8225,6.497,3.4346,9.6698,-6.2049,5.1995,1.3025,6.1913,5.3394,0.37483,-9.2689
5.5597,14.491,-2.0109,5.9513,42.839,8.2826,-7.1236,-16.925,2.5944,4.8936,-8.161,5.1677,5.825,9.1011,-3.3097,4.8837,3.2492,8.1836,2.836,-0.75838,-8.3295
5.9956,13.963,-1.0685,5.6284,40.932,6.9687,-8.6828,-16.02,1.9072,4.7606,-10.418,4.5359,7.6619,7.0549,-0.48644,2.8758,3.4429,8.9359,-0.91098,-3.365,-8.3884
5.665,12.542,0.7898,5.0548,39.246,6.7187,-9.3662,-13.827,1.7885,3.8718,-11.15,4.9254,8.7116,4.0459,1.215,-0.39335,2.1265,8.3493,-5.204,-6.4914,-9.2698
4.1238,9.8842,2.4237,4.057,38.17,6.8105,-9.6087,-11.256,2.113,2.2513,-10.445,6.155,8.677,0.86115,1.0809,-3.9946,-0.21286,6.6114,-9.2673,-9.2112,-10.533
1.7568,6.5148,2.8366,2.7084,37.583,6.522,-10.109,-9.6021,2.4905,0.26023,-8.8827,7.4904,7.1539,-1.7704,-0.86271,-6.7888,-3.0985,4.1887,-12.296,-10.92,-11.75
-0.43612,3.6208,1.748,1.355,36.899,5.7134,-11.459,-9.8759,2.4868,-1.6208,-7.2196,7.9915,3.8778,-3.2646,-3.7364,-7.8654,-6.0714,1.7858,-13.536,-11.279,-12.586
-1.4687,2.3772,-0.277,0.44241,35.605,4.8015,-13.7,-12.121,1.9479,-3.0028,-5.9875,7.103,-0.84661,-3.1803,-6.155,-6.9078,-8.5588,0.20041,-12.486,-10.09,-12.673
-0.97796,3.273,-2.189,0.18375,33.805,4.2311,-16.222,-15.299,1.1195,-3.6984,-5.3341,5.0508,-5.9339,-1.3756,-6.9226,-4.3173,-9.8749,0.040268,-9.2019,-7.4009,-11.563
0.61832,5.882,-3.0609,0.35071,32.267,4.0219,-18.173,-17.885,0.4335,-3.7368,-5.1965,2.6928,-9.8918,1.7364,-5.705,-1.0643,-9.5354,1.377,-4.5152,-3.7486,-9.0145
2.4695,9.172,-2.5785,0.44577,31.855,3.8061,-19.112,-18.718,0.15959,-3.3229,-5.5769,0.88565,-11.662,5.1431,-3.2505,1.6526,-7.7246,3.5522,0.11311,-0.19005,-5.4718
3.8179,12.086,-1.1335,0.15494,32.801,3.2675,-19.303,-17.502,0.26405,-2.7436,-6.5986,-0.13284,-11.276,7.5945,-0.94583,2.8176,-5.4516,5.4001,3.2014,2.0853,-2.1911
4.3521,14.035,0.52955,-0.32484,34.434,2.5932,-19.342,-14.674,0.61123,-2.2188,-8.2347,-0.77597,-9.7403,8.2133,0.066823,1.9754,-4.0763,5.9044,4.0115,2.3719,-0.64821
4.29,15.112,1.8476,-0.39312,35.61,2.5962,-19.442,-10.959,1.27,-1.7771,-9.9507,-1.4658,-8.2713,6.9601,-0.40504,-0.52599,-4.48,4.8562,2.9026,0.86236,-1.5678
4.252,15.986,2.7445,0.49316,35.485,4.3469,-19.115,-7.0515,2.5268,-1.2935,-10.688,-1.9107,-7.5783,4.6398,-1.6205,-3.5682,-6.5606,2.932,0.97883,-1.4568,-4.4199
4.9402,17.503,3.4939,2.3596,34.035,8.4028,-17.647,-3.6268,4.4862,-0.71723,-9.4087,-1.0756,-7.7048,2.455,-2.5776,-5.6585,-9.4243,1.0832,-0.6511,-3.3681,-7.8272
6.6497,20.065,4.3065,4.5522,31.975,14.079,-14.897,-1.3702,6.6397,-0.2828,-5.8967,2.0011,-8.2832,1.3942,-2.7015,-5.5905,-11.975,-0.18905,-1.363,-4.0504,-10.457
8.8531,23.104,5.0244,5.9491,30.222,19.392,-11.646,-0.78601,7.9429,-0.43115,-1.1655,7.2286,-8.7854,1.8051,-1.9962,-3.0538,-13.36,-0.99724,-0.97925,-3.3544,-11.626
10.27,25.109,5.1677,5.4623,29.293,21.981,-9.1825,-1.9144,7.4839,-1.4406,2.9707,13.206,-8.6496,3.3279,-0.73897,1.1666,-13.109,-1.6134,0.47323,-1.6188,-11.312
9.5889,24.445,4.2603,2.6365,29.008,20.506,-8.5689,-4.3047,5.1733,-3.1205,4.8993,17.916,-7.4426,5.1482,0.80723,5.5543,-11.17,-1.9561,2.7858,0.70948,-9.8563
6.4371,20.55,2.167,-1.9605,28.653,15.526,-10.175,-7.2894,1.814,-4.9148,4.0574,19.821,-5.0945,6.4061,2.4369,8.6065,-7.9747,-1.5268,5.4167,3.3062,-7.7014
1.8482,14.621,-0.78148,-6.8605,27.505,9.189,-13.646,-10.243,-1.4518,-6.3379,1.0932,18.606,-1.9963,6.5853,3.991,9.5452,-4.3424,0.22582,7.5876,5.9554,-5.2289
