electrode1,electrode2,electrode3,electrode4,electrode5,electrode6,electrode7,electrode8,electrode9,electrode10,electrode11,electrode12,electrode13,electrode14,electrode15,electrode16,electrode17,electrode18,electrode19,electrode20,electrode21
-34.179,1.0702,15.555,4.0796,-1.6325,12.339,1.0272,17.059,-2.4629,-10.33,-11.864,-14.417,-15.854,-2.1841,-7.0275,-6.1131,-13.78,-16.344,-11.595,-15.066,-3.5501
-34.423,2.2097,14.906,4.0814,-1.0061,13.348,3.7074,19.77,-2.2451,-10.053,-9.3183,-10.575,-12.018,-1.1779,-6.5379,-3.8938,-11.154,-15.668,-8.9755,-13.069,-2.6357
-34.409,3.5964,14.799,3.7244,-0.05661,13.185,5.4423,23.047,-2.5022,-9.6481,-5.9125,-5.4264,-6.8817,0.5793,-5.2935,-0.40385,-6.6405,-12.906,-4.9331,-8.678,-0.71341
-33.238,5.082,14.857,3.371,1.1313,12.3,6.0547,25.984,-2.9944,-9.5057,-2.0181,0.10316,-2.0282,2.4729,-3.2533,3.7784,-1.6176,-9.0259,-1.061,-3.2113,1.5268
-30.531,6.4537,14.488,3.2891,2.2386,11.404,5.865,27.807,-3.5755,-9.8705,1.6367,5.0976,1.3272,3.746,-0.51281,7.7322,2.5701,-5.2018,1.3646,1.6323,3.3712
-26.757,7.4396,13.25,3.4588,2.7593,10.89,5.2667,28.005,-4.2231,-10.742,4.0708,8.695,2.683,3.9655,2.5099,10.496,5.2224,-2.4862,1.9895,4.477,4.3281
-23.112,7.6777,11.051,3.5364,2.1887,10.508,4.3268,26.252,-4.889,-11.955,4.4539,10.247,2.171,3.1074,5.0041,11.32,6.3414,-1.5441,1.2532,4.7722,4.2
-20.9,6.8791,8.1526,3.1333,0.36815,9.6772,2.8883,22.526,-5.3687,-13.303,2.6125,9.6618,0.34405,1.3218,5.9724,9.8465,6.2905,-2.4005,-0.19135,2.8898,3.0386
-20.749,5.1752,5.0687,2.2604,-2.2486,8.1476,1.0629,17.468,-5.3747,-14.576,-0.76278,7.5631,-1.9812,-1.2373,4.7318,6.2837,5.4908,-4.3623,-1.9376,-0.20639,1.0953
-22.252,3.2316,2.4187,1.487,-4.7204,6.3496,-0.4925,12.45,-4.8064,-15.574,-4.4724,4.894,-3.9359,-4.3538,1.468,1.4052,4.3659,-6.3186,-3.9204,-3.5665,-1.1874
-24.403,1.8014,0.73582,1.5368,-6.1503,4.9957,-0.90324,9.0023,-3.963,-16.114,-7.53,2.2004,-4.972,-7.6603,-2.6043,-3.7813,3.3721,-7.3506,-6.2958,-6.7824,-3.2032
-26.439,1.0169,0.26257,2.6116,-6.2475,4.3238,0.27143,7.9784,-3.4264,-16.058,-9.6778,-0.71864,-5.1943,-10.71,-5.7709,-8.5562,2.8686,-7.2611,-9.2647,-10.051,-4.3343
-28.272,0.15645,0.8008,4.0777,-5.4761,3.7673,2.6573,9.1423,-3.6279,-15.312,-11.283,-4.4082,-5.3,-13.125,-6.797,-12.732,2.8612,-6.638,-12.819,-13.691,-4.2349
-30.197,-1.7619,1.7015,4.8512,-4.6943,2.4095,5.2348,11.447,-4.4536,-13.847,-12.781,-8.9853,-6.0639,-14.621,-5.6509,-16.342,2.922,-6.4037,-16.444,-17.502,-3.071
-32.299,-5.07,2.0642,4.181,-4.6169,-0.21717,6.854,13.634,-5.2601,-11.8,-14.22,-13.736,-7.7551,-14.923,-3.4156,-19.105,2.4887,-7.1779,-19.057,-20.56,-1.4761
-34.22,-9.0903,1.1556,2.1884,-5.5002,-3.7239,6.7592,14.74,-5.3282,-9.5826,-15.289,-17.412,-9.9329,-13.788,-1.5022,-20.31,1.3618,-8.8716,-19.455,-21.707,-0.17123
-35.41,-12.63,-1.0846,-0.2313,-7.1291,-7.1205,4.9632,14.428,-4.4088,-7.8425,-15.673,-18.904,-11.689,-11.264,-0.79671,-19.352,-0.013954,-10.712,-17.152,-20.405,0.50441
-35.473,-14.791,-3.773,-2.0096,-8.9102,-9.3918,2.4,13.212,-2.9448,-7.167,-15.316,-17.764,-12.045,-7.979,-1.2957,-16.43,-0.73603,-11.623,-12.966,-17.243,0.79042
-34.316,-15.365,-5.3957,-2.5383,-9.9936,-9.9358,0.70321,12.36,-1.8182,-7.7018,-14.362,-14.337,-10.288,-5.0461,-2.3338,-12.65,0.014062,-10.767,-8.7552,-13.642,1.2644
-32.146,-14.623,-4.7118,-1.9206,-9.6005,-8.7212,1.4951,13.24,-1.8189,-9.0328,-12.956,-9.5987,-6.29,-3.4916,-3.142,-9.3828,2.409,-8.0614,-6.3179,-10.956,2.3349
-29.449,-12.92,-1.6979,-0.74531,-7.5725,-6.255,5.4101,16.325,-3.1911,-10.505,-11.197,-4.8556,-0.81621,-3.6032,-3.3552,-7.453,5.719,-4.4201,-6.2628,-9.6851,3.8571
-26.896,-10.527,2.2451,0.38043,-4.6884,-3.3903,11.462,20.595,-5.518,-11.717,-9.3007,-1.3119,4.4745,-4.78,-3.1577,-6.8194,8.5551,-1.452,-7.7348,-9.3782,5.18
-25.052,-7.7458,5.116,1.17,-2.2477,-0.96068,17.329,23.971,-7.9732,-12.703,-7.699,0.40697,7.6523,-6.0238,-3.0056,-6.8835,9.5772,-0.61484,-9.1822,-9.2091,5.5965
-24.02,-5.0495,5.5931,1.6448,-1.1325,0.59989,20.558,24.522,-9.7662,-13.636,-6.8483,0.50623,7.5603,-6.6344,-3.2002,-7.029,8.3055,-2.3095,-9.462,-8.6613,4.8374
-23.397,-3.0738,3.7525,1.8578,-1.2351,1.3362,19.97,21.539,-10.518,-14.413,-6.8643,-0.20432,4.531,-6.5513,-3.7058,-6.9686,5.4672,-5.601,-8.4072,-7.8076,3.2207
-22.722,-2.4848,0.68216,1.6585,-1.851,1.4545,16.282,15.75,-10.351,-14.607,-7.352,-0.89843,0.16943,-6.1637,-4.3159,-6.7484,2.5646,-8.814,-6.5877,-7.0914,1.3915
-22.043,-3.7756,-2.5795,0.73249,-2.5947,0.9289,11.482,8.7247,-9.6749,-13.886,-7.6518,-1.2205,-3.6295,-5.8356,-4.8908,-6.5057,0.96147,-10.53,-4.6812,-6.8722,-0.056081
-21.991,-6.9962,-5.7846,-1.1108,-3.8185,-0.53854,7.4647,2.0745,-8.8729,-12.455,-7.3227,-1.3079,-5.657,-5.5311,-5.3695,-6.2084,1.1727,-10.235,-3.0219,-7.0635,-0.7635
-23.163,-11.512,-9.2905,-3.6558,-6.0997,-3.1402,4.9653,-3.0622,-8.1494,-11.072,-6.4733,-1.4441,-5.7422,-4.814,-5.617,-5.6133,2.7987,-8.2941,-1.565,-7.098,-0.57703
-25.437,-16.068,-13.265,-6.251,-9.4014,-6.547,3.5383,-6.2141,-7.5922,-10.581,-5.6936,-1.7349,-4.5045,-3.2532,-5.4108,-4.5115,4.9479,-5.5089,-0.13111,-6.2879,0.48475
-27.936,-19.318,-17.136,-8.0761,-12.81,-9.8593,2.3692,-7.5814,-7.2481,-11.363,-5.6328,-2.0485,-2.9159,-0.94923,-4.6795,-3.0171,6.6942,-2.7496,1.345,-4.3898,2.1405
-29.6,-20.51,-19.794,-8.513,-15.079,-11.972,1.1409,-7.8461,-7.0578,-13.093,-6.4914,-2.1441,-1.9312,1.2798,-3.7359,-1.5626,7.3323,-0.80239,2.7347,-1.9393,3.7813
-29.746,-19.733,-20.294,-7.3605,-15.415,-12.06,0.32526,-7.7274,-6.7906,-14.941,-7.7663,-1.8158,-2.1652,2.301,-3.174,-0.58054,6.5227,-0.25643,3.789,-0.0098542,4.661
-28.154,-17.523,-18.404,-4.8012,-13.888,-9.8892,0.83922,-7.4638,-6.2228,-16.023,-8.4654,-0.98273,-3.6248,1.3956,-3.4528,-0.22379,4.445,-1.2683,4.2378,0.47759,4.3239
-24.962,-14.348,-14.684,-1.2695,-11.324,-5.8423,3.3934,-6.658,-5.4731,-15.852,-7.6928,0.28562,-5.6954,-1.2485,-4.548,-0.39742,1.8566,-3.35,3.8639,-0.63862,2.9439
-20.728,-10.578,-10.218,2.6025,-8.9184,-0.77987,7.9235,-4.7454,-5.0534,-14.582,-5.2071,1.821,-7.5065,-4.6095,-6.0001,-0.9378,-0.12498,-5.463,2.6344,-2.658,1.2684
-16.507,-6.8866,-6.2468,5.9893,-7.7605,4.1683,13.4,-1.7656,-5.4093,-12.932,-1.5818,3.4188,-8.4476,-7.3252,-7.2695,-1.6054,-0.4845,-6.4692,0.91618,-4.3953,0.20454
-13.54,-4.4122,-3.7684,8.0232,-8.3669,7.8324,18.146,1.2903,-6.364,-11.787,2.0618,4.7806,-8.4294,-8.2676,-8.0234,-1.9234,1.234,-5.6763,-0.45595,-4.7536,0.36573
-12.62,-4.2503,-3.1667,8.1445,-10.398,9.2652,20.542,2.9846,-7.1305,-11.683,4.4969,5.3747,-7.7458,-6.9902,-8.1416,-1.2575,4.7112,-3.1642,-0.55549,-3.2645,1.8311
-13.659,-6.6471,-4.09,6.4101,-12.822,8.0225,19.735,2.4187,-6.9898,-12.51,4.8012,4.4988,-6.7815,-3.9578,-7.5931,0.70294,8.9321,0.21926,0.91643,-0.41476,4.1332
-15.856,-10.652,-5.7552,3.4502,-14.528,4.3786,15.985,-0.13911,-5.9664,-13.654,2.6864,1.7273,-5.8617,-0.42535,-6.432,3.4782,12.513,3.1644,3.1813,2.4865,6.4079
-18.241,-14.586,-7.473,0.069298,-14.948,-0.66764,10.52,-3.4551,-4.7982,-14.447,-1.3394,-2.5685,-5.2775,2.0845,-4.92,5.8878,14.191,4.4291,4.7452,3.98,7.7049
-20.107,-16.945,-8.9294,-3.1599,-14.201,-5.7006,5.0682,-6.069,-4.2702,-14.557,-6.1708,-7.2011,-5.3034,2.4566,-3.5568,6.6927,13.323,3.4235,4.3821,3.2842,7.4174
-21.044,-17.057,-10.004,-5.9704,-12.703,-9.4201,1.3372,-6.946,-4.6351,-14.035,-10.655,-10.793,-6.0723,0.40277,-2.8753,5.2631,10.175,0.53813,1.9336,0.66338,5.6224
-20.681,-15.09,-10.411,-8.1513,-10.687,-11.075,0.59737,-5.7287,-5.6319,-13.066,-14.081,-12.506,-7.3822,-3.5467,-3.1079,1.8451,5.8435,-3.0342,-1.671,-2.8723,3.0778
