col 1,col 2,col 3,col 4,col 5,col 6,col 7,col 8,col 9,col 10,col 11,col 12,col 13,col 14,col 15,col 16,col 17,col 18,col 19,col 20,col 21,col 22,col 23,col 24,col 25,col 26,col 27,col 28,col 29,col 30,col 31,col 32,col 33,col 34,col 35,col 36,col 37,col 38,col 39,col 40,col 41,col 42,col 43,col 44,col 45,col 46,col 47,col 48,col 49,col 50,col 51,col 52,col 53,col 54,col 55,col 56,col 57,col 58,col 59,col 60,col 61,col 62,col 63,col 64,col 65,col 66,col 67,col 68,col 69,col 70,col 71,col 72,col 73,col 74,col 75,col 76,col 77,col 78,col 79,col 80,col 81,col 82,col 83,col 84,col 85,col 86,col 87,col 88,col 89,col 90,col 91,col 92,col 93,col 94,col 95,col 96,col 97,col 98,col 99,col 100,col 101,col 102,col 103,col 104,col 105,col 106,col 107,col 108,col 109,col 110,col 111,col 112,col 113,col 114,col 115,col 116,col 117,col 118,col 119,col 120,col 121,col 122,col 123,col 124,col 125,col 126,col 127,col 128,col 129,col 130,col 131,col 132,col 133,col 134,col 135,col 136,col 137,col 138,col 139,col 140,col 141,col 142,col 143,col 144,col 145,col 146,col 147,col 148,col 149,col 150,col 151,col 152,col 153,col 154,col 155,col 156,col 157,col 158,col 159,col 160,col 161,col 162,col 163,col 164,col 165,col 166,col 167,col 168,col 169,col 170,col 171,col 172,col 173,col 174,col 175,col 176,col 177,col 178,col 179,col 180,col 181,col 182,col 183,col 184,col 185,col 186,col 187,col 188,col 189,col190
3.4238,2.7335,0.4424,2.8436,0.64126,4.2278,1.5963,3.7375,3.3971,1.9194,3.4521,1.6674,3.1401,2.0077,1.1681,0.97432,0.3557,0.54219,0.70904,0.763,0.58748,1.8869,2.1487,1.6451,0.84012,1.5335,1.6694,1.806,1.8869,2.1487,1.6451,0.84012,1.5335,1.6694,1.806,-3.3134,-3.1698,-1.8385,-4.2861,-2.163,-2.6497,-1.189,312,312,312,312,312,312,312,520,528,536,528,528,520,528,336,336,336,328,336,336,336,-3.5565,-2.047,0.66536,-3.9721,0.28473,-4.5083,0.096175,7.8584,6.579,4.951,6.7164,4.5557,5.7932,4.2796,6.1902,4.4763,2.8301,5.6906,3.3547,4.187,2.7281,3.5071,2.8227,6.8236,3.7887,4.3221,2.0625,5.7324,3.5071,2.8227,6.8236,3.7887,4.3221,2.0625,5.7324,-5.7905,-5.869,-2.4375,-5.1256,-1.7924,-5.837,-2.5102,208,312,208,208,208,208,208,680,584,584,592,592,680,584,328,336,352,328,344,328,352,-1.3028,-0.90221,0.51275,0.63127,0.18216,-1.7492,0.13395,9.2446,8.4562,7.7458,6.8735,5.9537,7.3764,5.861,2.8191,3.6556,5.1399,2.0234,3.1745,2.0259,4.4688,11.211,11.458,10.599,7.6265,6.1816,10.72,8.9078,11.211,11.458,10.599,7.6265,6.1816,10.72,8.9078,-3.656,-3.087,-1.3005,-5.4673,-3.5929,-3.8894,-2.0062,208,208,208,208,208,208,208,584,576,680,568,488,592,592,336,328,328,328,328,336,328,+
5.6808,4.4988,2.6381,4.9996,2.8438,5.6596,1.9094,6.4415,7.6744,3.3182,6.8477,4.5516,6.1026,1.8065,3.2152,5.2655,2.3979,2.3521,1.6356,2.5825,0.26722,6.434,7.0569,4.0625,5.0697,1.9563,6.6142,4.2214,6.434,7.0569,4.0625,5.0697,1.9563,6.6142,4.2214,0.39914,0.20906,-0.69261,-1.2739,-1.5921,1.0029,-0.7023,312,312,224,272,312,304,216,488,504,504,488,504,504,504,384,376,352,400,352,376,360,-13.353,-13.669,-8.4001,-13.199,-8.4205,-13.821,-6.5202,3.0987,-0.13081,2.668,4.8632,5.2321,0.96764,2.197,-10.233,-9.8969,-6.6138,-7.7989,-3.5022,-10.217,-8.2165,3.072,3.2495,4.666,1.5681,5.0228,4.3479,4.5868,3.072,4.3105,5.1454,1.5681,5.2637,4.3479,5.7063,-0.19639,1.6092,3.1036,-1.9363,2.1146,1.8291,3.0974,232,240,248,232,256,232,232,528,520,464,528,488,528,488,472,576,544,472,544,360,544,-12.538,-13.254,-7.4902,-13.015,-6.798,-13.686,-5.974,-1.8602,-4.3723,0.20288,-1.3257,3.3508,-4.4257,-0.47786,-8.8297,-6.6255,-1.7316,-5.8321,0.62148,-10.724,-3.2447,6.4665,6.5338,7.0525,4.7478,7.0474,7.4515,8.5424,6.4665,6.5338,7.0525,4.7478,7.0474,7.4515,8.6662,0.63671,3.8232,3.0559,-1.9856,1.2213,1.0705,1.7566,232,232,248,232,312,224,256,640,480,640,608,680,640,664,448,448,448,448,448,448,504,+
3.4831,3.1907,1.9671,3.7242,1.0227,5.3711,2.8299,3.9844,4.2263,3.4946,3.5225,2.2822,3.5756,3.0915,-4.6838,-3.7893,-4.1001,-3.8043,-2.5681,-4.905,-4.1422,5.1319,2.6326,1.6487,5.2801,1.5445,5.8219,2.368,5.9642,2.7666,1.6487,7.5326,1.5445,6.4619,2.368,1.6861,-1.0591,-1.2123,3.1047,-1.4379,2.5148,-0.60652,304,296,288,312,296,296,280,536,544,552,464,680,672,680,504,504,496,576,448,504,488,-8.9263,-8.7672,-7.629,-7.8876,-8.3413,-7.9556,-5.7761,11.046,11.466,10.053,9.0494,7.7063,12.104,8.985,-1.4057,-0.20219,3.3296,-0.98984,2.1413,0.71011,2.3891,8.9953,7.7509,7.6081,6.7946,6.1641,9.0766,7.1001,8.9953,7.7509,7.6081,6.7946,6.1641,9.0766,7.1001,-7.259,-6.6593,-4.3678,-6.6419,-2.5424,-5.2438,-2.8685,232,232,224,232,232,232,232,680,680,680,576,680,680,680,384,384,392,360,328,384,392,-10.154,-9.6959,-7.8511,-9.9206,-4.5762,-8.9424,-8.1074,7.6874,6.2469,5.437,5.7256,4.8231,6.876,5.4773,4.3486,3.1521,2.3422,2.1668,0.26934,1.7148,2.526,7.032,6.2182,8.0343,5.0655,6.2294,4.7905,5.8025,7.032,6.2182,8.0343,5.0655,6.2294,4.7905,5.8025,-6.0264,-6.1563,-4.4597,-6.4383,-4.844,-7.1822,-3.9554,312,280,280,312,280,312,232,608,624,624,608,616,632,624,408,408,416,408,416,408,408,+
-0.24687,0.01222,-0.099083,-0.7324,-0.00043553,0.12048,0.23007,4.4751,4.9239,2.6172,3.49,2.4214,3.7582,2.1141,1.8749,3.2579,1.465,0.18907,1.5622,1.8884,0.76087,2.9422,3.6415,3.1452,3.4107,3.2736,2.4942,2.5274,4.4525,4.5601,4.1544,5.0243,3.7633,4.2947,4.1991,-1.8846,-2.128,-1.7764,-1.8294,-1.4598,-1.8031,-1.8747,272,312,216,288,216,312,216,664,672,664,664,664,664,656,520,536,536,536,536,536,536,-12.034,-9.6987,-5.3469,-11.386,-4.3541,-11.896,-4.7464,3.0524,2.5179,1.3186,0.92401,0.73774,2.841,1.0103,-0.22893,-1.4762,-0.69515,-1.5705,-0.70204,-0.15095,-1.1159,5.9655,6.0862,4.5474,3.9423,3.6006,6.6748,5.5377,5.9655,6.0862,4.5474,3.9423,3.6006,6.6748,5.5377,-7.0834,-6.7666,-3.9932,-5.9783,-3.2755,-7.0413,-3.7515,216,216,216,216,216,216,216,488,480,480,488,480,488,480,328,328,328,336,336,328,328,-10.836,-9.3554,-3.986,-10.827,-4.3132,-10.719,-3.0046,3.6059,3.0481,2.7263,1.8121,1.4974,1.9425,3.4033,2.9932,2.5087,1.6782,1.5616,1.0736,1.6034,2.2704,7.5477,11.521,9.4926,3.5036,9.0806,6.1078,10.343,7.5477,11.521,9.4926,5.0449,9.0806,6.1078,10.343,0.23045,-0.04601,-1.1192,-0.73878,-0.54864,-0.76249,-1.2707,224,240,240,224,224,224,240,488,464,488,488,496,464,464,328,328,336,576,336,328,328,+
1.7864,1.5465,0.56196,1.5767,1.2542,2.0374,1.1735,6.7965,5.7178,2.3587,6.4872,2.2775,6.633,1.3008,1.3049,1.8745,1.3828,1.3645,1.1808,2.1517,0.31346,2.2613,1.9757,2.8238,2.6456,3.1538,2.4928,2.2033,2.4228,1.9757,2.8238,2.6456,3.1538,2.4928,2.2033,0.17399,-0.23235,-0.9933,-0.34089,-1.0338,0.381,-1.4899,312,312,208,312,208,312,208,520,520,648,520,616,640,656,576,328,328,480,336,464,328,-12.126,-9.2083,-2.7475,-13.035,-2.0298,-11.532,-2.8993,4.5937,2.3483,-0.29071,3.2137,-1.3239,4.9287,-1.1453,-4.0961,-2.2078,-0.60822,-4.1783,-1.478,-1.7574,-1.4597,-4.1731,-3.0185,0.6279,-3.9286,1.4351,-1.3844,-0.081807,-4.1731,-3.0185,0.6279,-3.9286,1.4351,-1.3844,-0.081807,-8.1558,-6.4494,-2.5595,-7.9607,-3.5526,-5.8388,-1.7402,304,296,224,304,208,304,224,504,504,648,504,656,504,608,344,344,408,352,408,344,392,-6.2561,-5.0937,-0.10004,-6.7361,0.44092,-6.1689,-1.4297,4.6084,2.6794,3.0112,4.1729,1.6448,3.6899,1.1366,0.055523,1.0544,1.9758,-1.7126,-0.039633,1.4902,0.27953,2.8645,5.0227,5.2653,1.7404,6.1431,3.9772,5.1098,2.9042,5.0227,5.6121,3.2465,6.1729,3.9772,5.2436,-1.8469,0.87109,2.7139,-2.3814,1.7736,-1.9479,2.7517,312,256,208,288,208,312,208,504,504,680,472,680,504,504,568,384,528,568,528,376,560,+
3.6023,4.3334,1.9105,2.6446,2.0859,3.5885,1.3574,4.306,7.1193,3.4277,2.9856,2.7144,3.944,2.2937,0.72246,1.1343,-0.33934,-0.10087,1.0657,0.11771,-0.00088919,1.8438,2.3885,2.711,1.5782,2.9586,2.2505,2.2605,1.8438,2.3885,2.711,2.0189,2.9586,2.2505,2.2605,-0.2341,-1.2354,-0.92889,0.42076,0.091811,0.29255,-0.82307,288,312,288,288,304,312,312,632,640,664,504,664,632,664,464,376,336,576,336,464,376,-6.8179,-5.5102,-2.04,-6.6444,-2.6567,-5.784,-2.7405,8.8391,6.1137,3.2903,6.4849,0.83694,8.0285,2.3611,-1.0843,-3.8764,-2.5153,-0.79772,-1.1847,0.34778,-1.5409,7.3825,8.233,9.6507,6.3333,8.1221,6.6696,8.5931,7.3825,8.233,9.6507,6.3333,8.1221,6.6696,8.5931,-7.252,-3.6709,1.2814,-5.9045,2.2729,-5.3345,1.4184,240,248,272,240,264,240,272,680,680,680,680,608,680,680,352,360,352,352,336,352,352,-5.2148,-6.2003,-2.5504,-5.2997,-2.3038,-5.4801,-2.4285,6.0602,6.2192,2.4954,5.7976,1.979,4.9279,1.0394,2.718,0.67051,-1.5447,2.23,-1.3978,2.9859,-1.787,7.339,5.4085,3.7655,5.5765,3.5439,6.6792,0.61455,7.339,5.4085,3.8045,5.5765,3.5439,6.6792,1.5466,-0.34244,-0.67764,-0.99419,0.29661,-1.4108,-0.43866,-1.0761,312,312,272,312,312,208,272,680,480,624,480,624,472,488,368,360,504,368,424,360,560,+
7.131,6.0381,1.7232,6.484,0.84853,6.6184,1.5858,3.8538,3.3736,2.0122,2.7821,0.1376,3.058,1.7476,-0.99544,-1.2547,-1.7114,-1.1526,-3.2349,-0.7596,-2.2477,19.406,11.422,7.4005,21.718,6.6313,19.389,6.1027,19.928,11.422,7.4005,22.259,6.6313,19.872,6.1027,-7.3056,-6.0158,-4.4251,-6.9353,-4.7406,-7.7287,-4.3458,288,288,272,208,272,208,304,680,680,680,680,680,680,680,520,384,392,504,400,504,392,-18.772,-16.734,-6.1665,-18.059,-6.3115,-17.409,-4.651,-4.0657,2.5093,7.1169,-4.2902,4.3825,-3.6944,8.3677,-5.6815,-2.4717,1.6736,-6.019,0.10799,-6.3068,2.5545,11.206,12.011,15.013,11.837,15.788,12.934,13.647,11.206,12.011,15.013,12.502,15.788,12.934,13.647,4.5655,3.5676,5.3727,5.479,4.922,5.7923,5.0103,208,216,216,208,216,208,216,520,552,592,488,584,488,592,368,344,344,576,360,368,344,-16.215,-14.581,-5.1967,-14.066,-6.9872,-14.701,-4.1025,12.408,8.1575,7.3134,13.652,5.5155,10.983,6.0566,-6.9139,-1.8775,1.5457,-2.9869,-0.94574,-6.0714,0.85476,8.5968,12.027,10.727,9.6217,10.754,6.957,8.6813,11.422,12.027,10.727,14.583,10.754,10.348,8.6813,-1.2557,-1.1292,-0.3562,2.2916,0.95248,-0.73809,-0.99235,296,296,208,296,208,296,208,464,464,672,464,672,464,672,552,376,376,552,376,552,352,+
1.9406,3.52,2.2427,1.5467,2.4509,1.9203,2.0051,2.0126,3.4713,2.8498,2.0566,2.6094,1.4141,2.0339,0.96233,2.5309,0.54025,1.4945,0.46382,0.18188,0.34769,2.8845,2.9489,1.2032,2.8438,2.1248,2.2158,1.6214,2.8845,2.9489,1.2122,2.8438,2.1248,2.2158,1.6214,-0.42843,-0.009201,-1.6252,-1.5429,-1.4602,-1.6917,-1.8393,216,224,248,224,240,224,224,552,552,584,488,584,552,584,400,392,504,328,496,368,368,-13.885,-10.821,-4.56,-13.676,-2.542,-14.054,-3.8477,0.75665,-1.8556,0.77926,-0.8731,0.13171,0.3265,1.3093,-1.3404,-3.9744,-0.85814,-3.0354,-1.8729,-2.6355,0.33288,8.9409,-0.43038,3.1837,7.1616,2.2179,9.5117,3.9504,8.9409,-0.43038,3.1837,7.1616,2.2179,9.5117,3.9504,1.3306,-3.6671,-3.4475,0.15504,-2.0279,0.1769,-1.8213,208,304,304,208,304,208,216,616,576,608,616,584,584,608,352,480,448,352,480,352,456,-6.9749,-7.2823,-3.4721,-7.8117,-2.6456,-8.3645,-2.7934,1.6833,4.3815,6.4172,0.70781,4.6312,0.26476,4.5354,-2.2643,-1.1672,0.89743,-3.3612,0.29055,-2.261,-0.45261,4.9547,3.4105,5.03,6.1582,4.1399,4.0563,3.9748,4.9547,3.6012,5.03,6.1582,4.1399,4.0563,3.9748,-1.8771,-1.1152,0.34835,-0.87009,-0.58221,-3.9545,-1.0017,232,256,256,224,256,232,256,512,512,512,600,624,520,520,440,576,472,432,472,440,472,+
1.9261,1.2753,1.1061,2.2833,0.81391,2.2846,1.3827,3.7328,5.1527,2.5066,4.6281,2.6339,4.1097,1.3861,0.77963,0.8692,-2.0476,1.568,-1.8016,1.2133,-2.7503,3.4787,2.965,0.051488,3.1774,-0.15543,3.1186,0.0808,3.4787,2.965,0.051488,3.1774,-0.15543,3.1186,0.097513,-5.9673,-3.6098,-3.6136,-5.1171,-3.3141,-5.2361,-3.7498,208,296,296,216,304,304,288,496,656,528,496,520,496,528,352,360,360,360,368,336,552,-7.5033,-3.5593,0.091026,-8.1411,-0.59003,-7.3711,0.2378,5.3549,6.55,5.6312,4.6208,6.0457,5.3058,3.2046,1.7709,3.2462,2.8144,1.1189,3.1893,2.9024,1.3758,4.3216,6.0347,5.2207,2.557,5.3436,6.4071,5.4269,4.3216,6.0347,5.2207,2.9222,5.3436,6.4071,5.4269,-2.9738,-4.5134,-4.7414,-2.9237,-3.973,-1.5564,-3.9718,224,224,232,208,232,208,232,656,656,624,656,624,656,624,328,328,328,504,328,328,376,-8.7074,-4.0778,-0.45149,-8.032,-1.1749,-8.2512,-1.2004,3.3956,4.8867,4.7388,3.1925,3.842,3.9038,3.961,1.9391,2.2742,0.45594,1.5105,-0.20385,2.6034,-1.1484,3.5979,4.3781,3.8603,3.3716,4.2697,4.5165,5.0418,3.5979,4.3781,3.8603,3.3716,4.2697,4.5165,5.0418,-4.6268,-4.0894,-3.4686,-4.6219,-3.6949,-3.9221,-3.1771,208,240,240,208,240,240,240,480,536,536,480,480,528,536,328,384,384,328,384,384,384,+
4.5138,6.5594,3.2926,4.0624,3.5007,4.2151,1.8622,5.7074,11.647,6.2153,3.443,4.8201,8.3153,5.5286,0.9927,1.4495,0.3118,-0.91369,-2.3399,3.4102,1.5816,2.1395,0.64621,3.7442,2.5478,2.5232,2.0424,3.7543,2.1395,0.64621,3.7442,2.5478,2.5232,2.0424,3.7543,-3.993,-5.6299,-3.1593,-3.3106,-3.3981,-2.0513,-2.1928,240,248,240,240,240,232,248,624,624,680,616,560,504,680,328,352,352,384,352,384,344,-4.6721,-5.8531,-6.2356,-5.0068,-4.9962,-6.2804,-5.1876,3.1854,3.7985,3.2618,3.1898,4.3687,1.2041,3.795,-2.3633,-4.2624,-0.082755,-1.8009,1.0395,-2.6676,-0.002727,-0.94222,-3.3161,1.215,0.40002,3.5673,-1.0924,1.7883,-0.40585,-1.0072,1.9425,1.1553,4.3996,-1.0924,1.7883,-5.4305,-7.1755,-2.3238,-3.2806,-0.21815,-6.4284,-2.8973,312,312,304,312,296,312,208,592,472,680,592,632,592,632,552,552,552,544,552,424,336,2.2747,1.8698,0.221,4.4572,2.9543,0.091725,-2.6192,4.6489,6.8956,2.8833,6.634,5.9954,4.2532,1.7931,1.3838,0.85607,0.012928,2.6272,1.6045,0.51321,-1.3387,3.0537,3.5023,4.4945,4.5959,6.4862,1.9857,2.3586,3.0537,3.5023,4.4945,5.3108,6.4862,1.9857,2.3586,-5.6374,-4.8206,-1.3476,-2.1799,0.083927,-6.7641,-3.1741,208,272,264,208,280,208,240,672,656,680,672,632,680,680,424,416,448,568,448,424,448,+
-0.39509,0.073384,0.064293,-0.71796,0.29763,-1.2593,-0.1067,4.8059,7.2761,5.1599,5.3294,4.3661,4.5492,5.2558,-1.6822,-0.30238,-0.47652,-1.3027,-0.89288,-1.8124,-0.20504,2.7726,2.8723,2.5577,2.4725,2.8314,1.7907,2.3972,2.7726,2.8723,2.5577,2.4725,2.8314,1.7907,2.7379,-1.9245,-0.94855,-1.1543,-1.6539,-0.97716,-2.4639,-0.91091,312,312,312,312,312,312,312,464,656,656,496,656,464,656,392,352,352,352,360,392,536,-3.8587,-4.8886,-4.66,-3.7788,-5.399,-3.7106,-4.4495,5.7881,7.7151,2.726,3.7775,1.5636,5.5225,3.3697,-1.3813,0.30235,-1.2383,-1.4766,-1.9651,-1.6323,-1.1179,5.7249,5.7196,4.9065,4.7413,4.8319,4.6537,4.8518,5.7249,5.7196,4.9065,4.7413,4.8319,4.6537,4.8518,-5.0877,-3.5525,-2.4722,-5.1611,-2.0187,-3.8201,-2.2349,272,272,264,280,272,272,264,584,512,512,584,512,584,512,392,392,400,392,400,400,392,-3.5022,-2.5758,-1.3139,-3.464,-1.6794,-2.6745,-1.8482,3.0996,3.4969,3.4487,3.3537,3.3812,2.5299,3.0223,-0.97965,-0.87521,0.80286,-1.1058,-0.17922,-1.498,-0.055131,4.5484,4.2059,3.2073,4.5508,3.4068,4.3897,2.7552,4.5484,4.2059,3.2073,4.5508,3.4068,4.3897,2.7552,-3.5022,-0.68511,-1.4885,-2.904,-1.7873,-3.5377,-1.7506,240,264,240,264,264,240,240,568,528,568,568,528,528,568,336,472,472,336,472,336,472,+
2.5215,2.505,1.6777,2.057,1.4693,2.5613,1.4141,6.8872,6.347,3.3485,6.2076,4.0208,5.9419,3.2206,0.65899,2.2821,1.9504,0.39397,2.1692,-0.22396,1.6635,0.37532,1.5745,1.288,0.76803,1.7624,-0.5201,1.2302,0.37532,1.5745,1.288,0.76803,1.7624,-0.075892,1.2302,-2.0359,-1.4024,-1.6126,-1.6229,-1.2816,-2.1504,-0.97365,312,312,312,312,312,312,312,496,496,496,496,496,488,592,344,336,344,344,352,552,344,-9.5619,-8.0544,-3.8961,-8.6032,-4.8056,-8.2998,-3.4711,7.4759,6.8126,4.5437,6.1104,4.4252,6.4772,4.2678,1.9443,3.3933,3.1589,0.00936,3.1572,1.7,2.7444,9.5615,10.463,9.4863,7.9357,9.4068,7.2681,7.7236,9.5615,10.463,9.4863,7.9357,9.4068,7.2681,7.7236,-4.2444,-1.3303,-1.6961,-2.6189,-0.66597,-3.5493,-0.70893,272,264,256,272,256,296,256,672,672,680,584,680,584,680,400,400,400,400,400,384,400,-6.5,-7.0328,-2.5309,-6.1492,-4.2152,-5.0171,-2.4156,7.1358,7.3613,7.4613,5.8636,6.6463,6.6813,6.9524,6.0723,6.6954,5.8846,3.5748,5.0649,5.0676,5.4357,9.0131,11.569,11.896,8.6888,11.145,6.4085,9.0701,9.0131,11.569,11.896,8.6888,11.145,6.4085,9.0701,-0.93752,-1.401,-0.94025,-0.059577,-1.242,-0.4302,-0.7464,240,240,240,240,232,240,240,680,680,680,680,680,680,680,328,360,368,376,368,328,360,+
4.8415,6.6627,2.6246,4.8962,2.8202,4.6851,1.6763,3.2295,7.1952,3.3007,4.1627,3.2475,3.1656,2.6936,0.86654,1.2527,0.25051,0.99297,0.27388,0.38328,0.43902,1.8599,1.9686,2.0889,2.6735,1.272,1.3383,2.0829,1.8599,1.9686,2.0889,2.6735,1.272,1.3383,2.0829,-2.823,-2.7063,-2.5079,-2.1114,-1.987,-3.0304,-1.2654,208,304,280,312,272,256,272,584,488,608,544,528,576,600,352,328,328,352,328,464,328,-8.8403,-6.3209,-3.0699,-8.888,-3.3308,-8.2123,-2.1123,1.0388,3.5557,2.2291,2.7414,3.7588,0.37803,1.3985,-1.2235,-3.3776,0.11049,-0.32797,1.0955,-1.3294,-0.27365,1.9594,-1.2262,1.195,1.4627,1.2897,3.1322,2.309,1.9594,-1.2262,1.195,2.4085,1.2897,3.1322,2.309,-3.0066,-6.4647,-3.7862,-3.2007,-3.3535,-2.6132,-3.9181,256,312,312,248,248,216,312,632,488,576,632,568,632,624,368,424,424,552,328,344,432,2.7076,-1.7117,-2.1471,1.7035,-1.9898,2.7506,-3.9945,9.3043,9.216,7.3318,7.0724,5.0744,9.7275,5.1145,3.3087,1.2321,1.4389,3.0855,2.3977,2.7609,-2.6793,6.3553,7.1712,5.2511,3.8922,7.6278,6.162,3.6143,6.3553,7.1712,5.2511,3.8922,7.6278,6.162,3.6143,-1.8495,-5.4314,-4.8547,-0.96805,-3.8291,-1.6986,-3.6246,248,256,256,248,296,256,264,632,536,656,632,536,632,656,336,328,344,336,344,336,376,+
4.4621,4.3042,1.9735,5.2337,1.9057,4.8641,1.4637,11.312,13.634,7.8411,9.684,6.9395,10.413,7.0509,2.0725,4.2441,4.3689,1.2495,3.4015,1.7995,4.8758,0.80829,2.0275,1.5002,0.60453,1.6211,1.7566,1.9685,0.80829,2.0275,1.9778,0.96348,2.2389,1.7566,1.9685,-1.9961,-0.83836,-0.094329,-2.7447,-0.00060504,-1.0864,0.52269,312,312,312,312,312,312,312,584,464,464,600,464,592,464,328,328,568,504,568,392,328,-15.82,-14.177,-10.256,-16.867,-10.533,-15.302,-8.7764,16.79,17.077,8.4012,13.934,6.2543,16.063,5.9044,1.7013,-1.6785,-1.176,3.5013,0.80684,1.7372,-2.4243,9.2584,7.0953,6.5603,8.576,5.5174,10.277,4.9941,9.2584,7.0953,6.5603,8.576,5.5174,10.277,4.9941,-5.3935,-5.8428,-3.0486,-4.5645,-2.2334,-4.1929,-2.2191,280,264,264,288,264,280,256,608,584,616,576,632,608,616,360,352,352,352,352,352,352,-8.9304,-7.9187,-6.9006,-10.371,-5.8791,-8.4953,-6.2998,17.088,15.592,8.5531,13.736,6.2941,18.757,8.2692,9.9051,10.756,7.9195,10.714,5.6043,8.2331,6.7733,9.4477,11.157,9.5054,10.635,9.4396,6.8347,7.8493,9.4477,11.157,9.5054,10.635,9.4396,6.8347,7.8493,-7.1645,-5.3618,-4.0663,-6.2205,-3.0373,-7.8392,-3.4879,312,256,208,312,216,312,208,680,680,680,656,664,664,656,328,328,336,328,336,328,368,+
5.5504,6.7757,1.8025,5.1833,0.83356,6.5735,2.5307,3.8787,6.0292,3.899,3.3843,2.5453,4.5513,4.2553,2.7489,5.7718,1.8111,2.6006,-0.19322,3.4502,3.1527,7.8142,6.2737,4.401,6.6706,4.7948,7.5402,3.7176,7.8142,6.2737,4.401,6.6706,4.7948,7.5402,3.7176,1.6921,0.90525,0.26808,1.0519,0.1743,1.5883,-0.98014,240,224,208,240,208,240,216,488,496,680,464,680,488,464,344,344,344,344,344,344,328,-14.972,-14.007,-7.0042,-15.479,-7.3409,-14.97,-4.29,4.5761,4.5255,2.8335,1.3,-0.64919,3.726,5.5284,-6.2466,-4.9904,-3.6611,-7.5335,-8.3812,-5.9841,1.3197,-0.3539,-5.598,1.3077,-3.6993,2.8492,0.74363,8.336,-0.3539,-3.5422,3.5022,-3.5551,4.561,0.74363,8.336,-8.0915,-9.1741,0.70841,-7.3365,1.5786,-6.772,1.1255,232,224,224,232,232,224,216,544,488,480,488,480,544,512,328,576,568,576,560,328,328,-15.405,-12.648,-4.6545,-16.149,-3.7909,-14.916,-2.2349,0.088986,4.3533,5.3686,-0.097266,5.4071,1.8402,5.4336,-2.5929,0.074403,2.1604,-2.3523,1.4981,-1.6526,2.9758,4.4603,2.0911,5.703,4.74,9.4227,3.4586,7.2049,6.3348,6.9675,7.7944,7.5464,9.4227,5.7385,7.2049,2.0239,-0.8148,4.3229,2.453,5.1652,0.89413,-0.12216,216,208,208,208,208,224,216,488,488,656,488,672,496,472,576,576,568,576,480,568,344,+
-0.37546,0.015916,-0.34924,-0.18058,-0.50451,-0.55639,-0.11623,0.79513,0.74488,0.31745,1.3439,0.15369,0.48115,0.15271,0.53044,0.02724,-0.34924,1.0084,-0.62907,0.14427,-0.17427,22.016,10.308,5.089,20.301,4.6068,20.478,4.9455,22.128,10.308,5.106,20.443,4.6068,20.581,5.0984,10.708,5.4414,2.5765,9.5522,2.1622,10.429,2.3948,208,216,216,240,216,208,216,680,680,632,680,632,680,624,504,496,520,504,488,528,536,-5.3125,-3.9804,-1.8836,-4.9112,-1.9243,-4.7344,-1.7931,0.66692,0.94033,0.62544,0.33565,0.20508,0.040342,0.62347,-3.9326,-2.9608,-1.0538,-3.1152,-1.1918,-3.374,-1.2601,20.968,8.7936,4.2734,19.296,4.0478,19.108,4.4394,27.308,11.858,5.7263,25.307,5.0017,25.121,6.0942,17.033,8.268,4.0106,15.65,3.6073,15.392,4.162,256,248,248,264,248,256,248,464,472,472,464,480,464,464,576,576,576,576,576,576,576,-2.3771,-2.321,0.031169,-2.2918,-0.46515,-1.8745,-0.36574,2.5473,1.95,1.4475,1.9391,0.97677,2.7652,1.1601,1.0689,0.62126,0.62619,0.63953,-0.28628,0.64795,0.4045,9.4539,5.3887,3.375,8.7836,2.8823,7.7553,2.6641,10.319,6.0458,3.5575,9.291,2.9005,9.2447,3.1241,8.2201,4.2644,2.6887,7.495,1.7288,6.8537,2.2151,264,272,312,312,312,264,208,464,464,464,464,568,464,472,512,552,552,512,504,552,552,+
